,,R_Foot,R_Foot,R_Foot,L_Foot,L_Foot,L_Foot,Lower_Trunk,Lower_Trunk,Lower_Trunk,R_Thigh,R_Thigh,R_Thigh,R_Shank,R_Shank,R_Shank,Mid_Trunk,Mid_Trunk,Mid_Trunk,L_Shank,L_Shank,L_Shank,R_Forearm,R_Forearm,R_Forearm,R_Hand,R_Hand,R_Hand,L_Hand,L_Hand,L_Hand,R_Arm,R_Arm,R_Arm,Upper_Trunk,Upper_Trunk,Upper_Trunk,Head,Head,Head,L_Forearm,L_Forearm,L_Forearm,L_Arm,L_Arm,L_Arm,L_Thigh,L_Thigh,L_Thigh
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1578,13.15,0.072083,0.181864,0.863283,0.078884,0.168028,0.64532,0.05313,1.167379,0.805225,0.115217,0.726084,0.921183,0.084975,0.368656,0.89662,0.061145,1.333588,0.847672,0.070342,0.360814,0.662747,0.23391,1.016467,1.082504,0.291607,0.851466,1.085968,0.216641,0.947538,0.541013,0.160539,1.299028,1.064604,0.101596,1.520642,0.890322,0.126999,1.705365,0.915238,0.168754,1.113616,0.594089,0.112843,1.380972,0.71604,0.086849,0.725376,0.707352
1579,13.158333,0.072068,0.181871,0.863207,0.078826,0.167961,0.645245,0.053157,1.167402,0.804163,0.115123,0.726091,0.920528,0.084943,0.368661,0.896263,0.06115,1.333709,0.84627,0.070348,0.360759,0.662394,0.233526,1.016952,1.0815,0.291043,0.852137,1.085467,0.21682,0.947074,0.540319,0.160217,1.29956,1.063198,0.101524,1.520824,0.888533,0.126987,1.705441,0.912523,0.168987,1.113196,0.593115,0.112843,1.38044,0.713868,0.086873,0.725359,0.706678
1580,13.166667,0.072081,0.181872,0.863141,0.078803,0.16791,0.645189,0.053241,1.167443,0.802997,0.115049,0.726109,0.919922,0.084932,0.368686,0.895943,0.061137,1.333825,0.84491,0.07038,0.360674,0.661991,0.232998,1.017552,1.080733,0.290575,0.852668,1.084835,0.217082,0.9466,0.53958,0.159848,1.300132,1.061898,0.10143,1.521031,0.886796,0.126744,1.705799,0.911165,0.169217,1.112797,0.592069,0.112843,1.379868,0.711694,0.086897,0.725342,0.706039
1581,13.175,0.072086,0.181877,0.863082,0.078785,0.167857,0.645141,0.053276,1.167454,0.801787,0.114964,0.726115,0.919288,0.084917,0.368697,0.895668,0.061154,1.333939,0.843477,0.070391,0.360595,0.661593,0.232581,1.01813,1.079847,0.290127,0.853131,1.084181,0.217304,0.946147,0.538822,0.159454,1.300668,1.060469,0.101324,1.521279,0.88503,0.12662,1.705977,0.908997,0.169508,1.112348,0.591103,0.112843,1.379332,0.709591,0.086901,0.725317,0.705419
1582,13.183333,0.072067,0.181878,0.863029,0.07877,0.167816,0.645084,0.053298,1.167482,0.8006,0.114848,0.726149,0.918622,0.084878,0.368711,0.895389,0.061165,1.334034,0.84198,0.070406,0.360505,0.661207,0.232177,1.018555,1.078751,0.289608,0.853739,1.083602,0.217562,0.945594,0.538149,0.159119,1.301251,1.059156,0.101278,1.521445,0.883195,0.126513,1.706138,0.906831,0.16974,1.11195,0.590033,0.112843,1.378749,0.707234,0.086914,0.725261,0.704803
1583,13.191667,0.072064,0.181887,0.862972,0.078772,0.167763,0.645038,0.053316,1.167507,0.799475,0.114714,0.726231,0.917961,0.084813,0.368752,0.895127,0.061194,1.334134,0.840502,0.070407,0.360456,0.660861,0.23162,1.019243,1.078025,0.289125,0.854338,1.082959,0.2179,0.944973,0.537459,0.158691,1.301797,1.057766,0.101194,1.52163,0.881304,0.126401,1.706307,0.904681,0.169973,1.111556,0.588927,0.112843,1.378203,0.704842,0.086966,0.725204,0.704117
1584,13.2,0.072048,0.181893,0.862954,0.078756,0.167725,0.644993,0.053338,1.167557,0.798248,0.114559,0.726349,0.917357,0.084709,0.368784,0.894916,0.06124,1.334238,0.838883,0.070413,0.360401,0.660554,0.231251,1.019661,1.076876,0.288689,0.854861,1.08225,0.21813,0.94448,0.53671,0.158285,1.302366,1.056435,0.101115,1.521843,0.879463,0.126282,1.70643,0.902313,0.170276,1.111084,0.587895,0.112843,1.377634,0.702491,0.086968,0.725173,0.703419
1585,13.208333,0.072022,0.181907,0.862941,0.07875,0.167692,0.644971,0.053353,1.167592,0.796978,0.114396,0.726511,0.916685,0.084563,0.368819,0.89473,0.061234,1.334352,0.837379,0.070408,0.360355,0.660285,0.230747,1.020314,1.076042,0.28823,0.855416,1.081528,0.218374,0.94404,0.535894,0.157917,1.30289,1.055033,0.101019,1.522079,0.877595,0.126298,1.706487,0.899315,0.170497,1.110694,0.586735,0.112843,1.37711,0.700157,0.08694,0.725131,0.702788
1586,13.216667,0.072,0.181913,0.862921,0.078748,0.16765,0.644963,0.053349,1.167616,0.795779,0.114225,0.726669,0.916046,0.084405,0.368845,0.894571,0.061219,1.334469,0.835885,0.070416,0.360293,0.660041,0.230293,1.020814,1.074924,0.287739,0.856029,1.080802,0.218624,0.94358,0.535042,0.157452,1.303411,1.053589,0.100962,1.522241,0.875692,0.126049,1.706833,0.897829,0.170695,1.110349,0.585542,0.112843,1.376589,0.697795,0.086917,0.725092,0.702149
1587,13.225,0.071989,0.181915,0.862873,0.078748,0.167627,0.644966,0.053332,1.167649,0.794643,0.114017,0.726829,0.915386,0.084228,0.368872,0.894409,0.061182,1.334641,0.834207,0.070434,0.360241,0.659823,0.229875,1.021419,1.073887,0.287305,0.856623,1.080018,0.218887,0.943021,0.534318,0.157091,1.303984,1.052227,0.100877,1.522466,0.873831,0.125954,1.707049,0.895601,0.17103,1.109875,0.584524,0.112843,1.376016,0.695435,0.086934,0.725056,0.701491
1588,13.233333,0.071968,0.181936,0.862832,0.078761,0.16759,0.644965,0.053276,1.167697,0.793498,0.113824,0.726957,0.914773,0.08406,0.368913,0.89422,0.061198,1.33471,0.832638,0.070463,0.360186,0.659588,0.229339,1.022036,1.072995,0.286847,0.85718,1.079254,0.219254,0.942435,0.533582,0.156649,1.304502,1.050708,0.100786,1.522682,0.872014,0.125941,1.707208,0.892589,0.171277,1.10944,0.583416,0.112843,1.375498,0.69332,0.087024,0.725018,0.700816
1589,13.241667,0.071966,0.181948,0.862761,0.078775,0.167554,0.644964,0.053248,1.167714,0.79239,0.113621,0.727103,0.914248,0.083902,0.368963,0.893973,0.061189,1.334831,0.831106,0.070511,0.360129,0.659343,0.228892,1.022593,1.071885,0.28638,0.857799,1.078437,0.219519,0.94197,0.532848,0.156202,1.305094,1.049271,0.100703,1.522886,0.870124,0.125831,1.707447,0.890258,0.171441,1.109102,0.582248,0.112843,1.374906,0.690977,0.087082,0.725019,0.700172
1590,13.25,0.071966,0.181958,0.86269,0.078777,0.167513,0.644965,0.053244,1.167706,0.791215,0.113398,0.727238,0.913662,0.083769,0.369002,0.893664,0.06123,1.334951,0.829468,0.070562,0.360056,0.659092,0.228495,1.023105,1.070821,0.285972,0.858409,1.077585,0.219868,0.941489,0.532074,0.155803,1.305691,1.04779,0.100623,1.523015,0.868181,0.125583,1.707853,0.888617,0.17176,1.108669,0.581231,0.112843,1.374309,0.688572,0.087127,0.725016,0.699562
1591,13.258333,0.071958,0.181979,0.862599,0.078775,0.167491,0.64495,0.053203,1.167736,0.79008,0.113159,0.727326,0.912975,0.083657,0.369041,0.893308,0.061262,1.335048,0.827905,0.070598,0.359983,0.658806,0.227889,1.023754,1.069912,0.285531,0.858948,1.076771,0.220039,0.941122,0.531191,0.155308,1.306286,1.046248,0.100525,1.523228,0.866276,0.125451,1.708109,0.886276,0.172034,1.108294,0.580153,0.112843,1.373714,0.686304,0.087194,0.725009,0.69894
1592,13.266667,0.071973,0.181997,0.862507,0.078763,0.167466,0.64492,0.053205,1.167763,0.788857,0.112941,0.727399,0.912302,0.083579,0.369073,0.892933,0.061332,1.33506,0.826287,0.07059,0.359945,0.658513,0.227375,1.024398,1.068997,0.285037,0.859648,1.075955,0.220362,0.940596,0.530504,0.154927,1.306894,1.044819,0.100399,1.523453,0.864396,0.125324,1.708379,0.883862,0.172248,1.107926,0.579011,0.112843,1.373106,0.683973,0.087258,0.725013,0.698241
1593,13.275,0.071948,0.181995,0.862418,0.078757,0.167429,0.644884,0.053191,1.167807,0.787737,0.11272,0.727475,0.911622,0.083524,0.369073,0.892563,0.061363,1.335166,0.824687,0.070556,0.359916,0.658202,0.226988,1.024827,1.067612,0.284594,0.860245,1.075159,0.221314,0.939534,0.530315,0.154483,1.307497,1.043234,0.100287,1.523602,0.862486,0.125348,1.708522,0.880762,0.172555,1.10743,0.578028,0.112843,1.372503,0.681738,0.087212,0.725089,0.697472
1594,13.283333,0.071938,0.182008,0.862355,0.078746,0.167408,0.644841,0.053243,1.167817,0.786526,0.11255,0.727537,0.910944,0.083472,0.369078,0.892182,0.061375,1.335256,0.823183,0.070512,0.359898,0.657893,0.226388,1.025541,1.066784,0.283815,0.860926,1.074767,0.221692,0.938986,0.529702,0.154026,1.308078,1.041718,0.100184,1.523807,0.860523,0.125077,1.708944,0.879154,0.172779,1.107118,0.576846,0.112843,1.371922,0.679328,0.087212,0.725124,0.696803
1595,13.291667,0.071917,0.182014,0.862306,0.078729,0.167365,0.64481,0.053229,1.167811,0.785227,0.112365,0.727607,0.910205,0.083397,0.369088,0.891794,0.061395,1.335379,0.821619,0.070458,0.359881,0.657563,0.225933,1.026104,1.065583,0.283621,0.861523,1.073468,0.221967,0.938594,0.528954,0.153628,1.308697,1.04025,0.1001,1.523975,0.858555,0.125093,1.709121,0.876081,0.173013,1.106749,0.575703,0.112843,1.371303,0.67686,0.087183,0.725197,0.696075
1596,13.3,0.071891,0.182023,0.862257,0.078705,0.167318,0.644764,0.053231,1.16784,0.784017,0.112189,0.727662,0.909408,0.083296,0.369131,0.891413,0.061422,1.33551,0.819981,0.070402,0.35985,0.657241,0.225442,1.026725,1.064555,0.282751,0.862159,1.073213,0.222262,0.938146,0.528161,0.153137,1.309328,1.03864,0.100013,1.524171,0.856554,0.124844,1.709546,0.874412,0.173339,1.106313,0.574658,0.112843,1.370672,0.674468,0.08717,0.725267,0.695326
1597,13.308333,0.071871,0.182034,0.862218,0.078685,0.16728,0.644727,0.053264,1.167888,0.782775,0.112048,0.727713,0.908711,0.083163,0.369177,0.891119,0.061447,1.335565,0.818422,0.070365,0.359801,0.656926,0.224939,1.027342,1.063342,0.282256,0.862777,1.072346,0.222622,0.93761,0.527486,0.152756,1.309883,1.037125,0.099897,1.524345,0.854619,0.124717,1.709848,0.87195,0.173629,1.105916,0.573568,0.112843,1.370117,0.672113,0.087166,0.725295,0.694594
1598,13.316667,0.071849,0.182037,0.862178,0.07865,0.16724,0.644693,0.05324,1.167918,0.781488,0.111905,0.72781,0.908038,0.083019,0.369228,0.890854,0.061493,1.335699,0.816833,0.070322,0.359764,0.656641,0.224367,1.028102,1.062544,0.282158,0.863433,1.07088,0.222907,0.937108,0.526707,0.152265,1.310585,1.035612,0.099779,1.52455,0.852704,0.124718,1.709971,0.868756,0.173877,1.105535,0.572383,0.112843,1.369415,0.669796,0.087152,0.725287,0.693886
1599,13.325,0.071829,0.182046,0.862146,0.07863,0.167201,0.644655,0.053249,1.167908,0.78022,0.111748,0.727936,0.907311,0.082866,0.369271,0.890615,0.061523,1.33582,0.815177,0.070289,0.359717,0.656354,0.223923,1.028631,1.061115,0.281724,0.864043,1.069953,0.223177,0.936637,0.525903,0.151796,1.311128,1.034012,0.09969,1.524719,0.850709,0.124434,1.710392,0.867151,0.174149,1.105118,0.571317,0.112843,1.368872,0.667406,0.087075,0.725332,0.693135
1600,13.333333,0.071805,0.182054,0.862114,0.078614,0.167168,0.644638,0.053273,1.16794,0.77898,0.111599,0.728032,0.906561,0.082731,0.369307,0.890366,0.06157,1.335844,0.81348,0.070269,0.359659,0.656078,0.223394,1.029305,1.060174,0.280844,0.8646,1.069582,0.223443,0.936245,0.525069,0.151367,1.311722,1.032452,0.099612,1.524872,0.848671,0.124469,1.710487,0.863966,0.174469,1.104713,0.570242,0.112843,1.368278,0.66489,0.087019,0.725315,0.6924
1601,13.341667,0.071798,0.182059,0.862077,0.078604,0.167128,0.644612,0.053299,1.167951,0.777727,0.11138,0.728165,0.905821,0.082601,0.369336,0.890101,0.061582,1.335874,0.811814,0.070251,0.359599,0.655807,0.222923,1.029868,1.058846,0.280317,0.865289,1.068652,0.223737,0.935784,0.524251,0.150859,1.312345,1.03092,0.099507,1.525031,0.846689,0.124347,1.710728,0.861587,0.174798,1.104254,0.569145,0.112843,1.367655,0.662458,0.08705,0.725238,0.691697
1602,13.35,0.071793,0.182086,0.862032,0.078598,0.167113,0.644579,0.053262,1.167967,0.77648,0.111191,0.728284,0.905169,0.082474,0.369373,0.889813,0.061542,1.336,0.810178,0.070254,0.359542,0.655509,0.222382,1.030511,1.057797,0.280236,0.865921,1.067237,0.22406,0.935262,0.523516,0.150458,1.312868,1.029311,0.099379,1.52521,0.84475,0.124225,1.71098,0.859221,0.17509,1.103761,0.568057,0.112843,1.367132,0.660189,0.087026,0.725261,0.69093
1603,13.358333,0.071791,0.182102,0.861981,0.078605,0.16708,0.644573,0.053291,1.167922,0.775203,0.110939,0.728415,0.904491,0.082351,0.36941,0.889483,0.061537,1.336071,0.808618,0.070272,0.359483,0.655194,0.221957,1.031028,1.056414,0.279772,0.866541,1.066254,0.224333,0.934773,0.522686,0.149963,1.313531,1.027825,0.099295,1.52538,0.842738,0.124126,1.711196,0.856764,0.175367,1.103358,0.566965,0.112843,1.366469,0.657651,0.087025,0.725241,0.690241
1604,13.366667,0.071784,0.18211,0.861922,0.078591,0.167065,0.644542,0.0533,1.167934,0.773976,0.110638,0.72854,0.903703,0.082218,0.36943,0.889155,0.061515,1.336172,0.806913,0.070279,0.359431,0.654881,0.221291,1.031741,1.055544,0.279263,0.867158,1.065311,0.224556,0.934289,0.521865,0.149532,1.314085,1.02622,0.099219,1.525523,0.840711,0.123872,1.711469,0.855131,0.175672,1.102934,0.565784,0.112843,1.365915,0.655202,0.086965,0.725249,0.689531
1605,13.375,0.071768,0.182126,0.86186,0.078599,0.167035,0.644543,0.053298,1.16797,0.772714,0.110349,0.72869,0.903006,0.082074,0.369446,0.888837,0.061511,1.336245,0.805295,0.070268,0.359395,0.654567,0.2209,1.032229,1.054123,0.278823,0.867757,1.064327,0.224837,0.933841,0.521028,0.149047,1.314671,1.024645,0.099135,1.525671,0.83866,0.123735,1.711708,0.852723,0.175984,1.102472,0.564681,0.112843,1.365329,0.652675,0.086958,0.725213,0.688823
1606,13.383333,0.071733,0.182118,0.861786,0.078582,0.167003,0.644523,0.053301,1.168,0.771443,0.110018,0.728889,0.902235,0.081887,0.369446,0.888484,0.061532,1.336322,0.803656,0.070242,0.359358,0.65427,0.220314,1.032877,1.053118,0.278058,0.868258,1.063637,0.225141,0.933361,0.520257,0.148577,1.31528,1.023149,0.099022,1.525857,0.836665,0.123615,1.711881,0.85034,0.176296,1.101983,0.563602,0.112843,1.36472,0.650181,0.086941,0.725229,0.688129
1607,13.391667,0.071703,0.182119,0.861744,0.078575,0.166976,0.644514,0.053324,1.168007,0.770162,0.109706,0.729038,0.901482,0.081666,0.36946,0.888118,0.061561,1.336442,0.802006,0.070186,0.359331,0.654,0.219731,1.033519,1.052016,0.277582,0.868899,1.062616,0.225447,0.932826,0.519522,0.148138,1.315854,1.021534,0.098956,1.526044,0.834653,0.123509,1.712096,0.847908,0.176573,1.101588,0.562425,0.112843,1.364146,0.647772,0.086897,0.725272,0.687446
1608,13.4,0.071656,0.182114,0.861689,0.078546,0.166956,0.644495,0.053324,1.16803,0.768858,0.109343,0.729243,0.90066,0.081405,0.369492,0.887736,0.061551,1.336574,0.800356,0.070101,0.359316,0.653728,0.219268,1.034042,1.050678,0.277164,0.869429,1.061535,0.225722,0.932326,0.518773,0.147634,1.316413,1.019878,0.098867,1.5262,0.83257,0.12355,1.712173,0.844792,0.176815,1.101204,0.561239,0.112843,1.363587,0.645262,0.086855,0.725306,0.68676
1609,13.408333,0.071616,0.182098,0.861642,0.07853,0.166914,0.644476,0.05331,1.168089,0.767573,0.109032,0.729446,0.89997,0.081112,0.369527,0.887392,0.061575,1.336612,0.798673,0.070016,0.359267,0.653462,0.21863,1.03474,1.049681,0.27686,0.870305,1.060374,0.226015,0.931821,0.518023,0.147225,1.317033,1.018316,0.098803,1.526346,0.830567,0.123287,1.712505,0.843098,0.177165,1.100742,0.560178,0.112843,1.362967,0.642818,0.086794,0.725351,0.686098
1610,13.416667,0.071563,0.18208,0.861606,0.078509,0.166857,0.644466,0.0533,1.168096,0.766307,0.108685,0.729661,0.899241,0.080831,0.369564,0.887137,0.061537,1.33675,0.797035,0.069934,0.359225,0.65318,0.218159,1.035307,1.048329,0.276378,0.870896,1.059413,0.226353,0.931332,0.517261,0.146696,1.317607,1.01668,0.098659,1.526554,0.828585,0.123339,1.71254,0.839697,0.177524,1.100293,0.559097,0.112843,1.362393,0.64049,0.086756,0.72539,0.685379
1611,13.425,0.071509,0.182076,0.861568,0.078486,0.166822,0.644441,0.053312,1.168097,0.764994,0.108344,0.729818,0.898466,0.080514,0.369623,0.8869,0.061536,1.336843,0.795379,0.069858,0.359213,0.652888,0.217603,1.035951,1.047192,0.275661,0.871366,1.058478,0.226695,0.93084,0.516513,0.146257,1.318255,1.014996,0.09856,1.526716,0.826579,0.123077,1.712917,0.838193,0.177796,1.099897,0.557947,0.112843,1.361745,0.638162,0.086732,0.725399,0.684646
1612,13.433333,0.071463,0.182073,0.861536,0.078468,0.166785,0.644421,0.053319,1.168118,0.763681,0.107982,0.730009,0.897769,0.080193,0.369675,0.886673,0.061525,1.336878,0.793709,0.06983,0.359164,0.652604,0.217073,1.036556,1.045882,0.275111,0.872023,1.057477,0.227027,0.930301,0.515798,0.145796,1.318897,1.013448,0.098523,1.526838,0.82451,0.123121,1.713008,0.834979,0.178063,1.099546,0.556832,0.112843,1.361103,0.635572,0.086685,0.725368,0.683979
1613,13.441667,0.071421,0.182067,0.861492,0.078455,0.166748,0.644394,0.05333,1.168118,0.762446,0.107621,0.730173,0.897086,0.0799,0.369722,0.886426,0.061515,1.336919,0.791974,0.069798,0.359146,0.652315,0.2165,1.037249,1.044852,0.27461,0.87264,1.056432,0.227363,0.929825,0.515019,0.145341,1.319548,1.011795,0.098443,1.526964,0.822429,0.122982,1.713206,0.832561,0.178466,1.099068,0.555823,0.112843,1.360452,0.633063,0.086626,0.725396,0.683283
1614,13.45,0.071394,0.182066,0.861456,0.078445,0.166732,0.644376,0.053309,1.168123,0.761167,0.107246,0.730295,0.896421,0.079615,0.369769,0.886112,0.061529,1.336975,0.790308,0.069797,0.359124,0.652039,0.215937,1.037858,1.043508,0.274086,0.873319,1.055458,0.227718,0.929357,0.514249,0.144916,1.32023,1.010085,0.098341,1.527129,0.820471,0.122841,1.713424,0.830113,0.178775,1.098642,0.554715,0.112843,1.35977,0.630857,0.086616,0.725422,0.682559
1615,13.458333,0.071359,0.182077,0.861412,0.078434,0.166721,0.644345,0.053296,1.168093,0.75983,0.106884,0.730379,0.895741,0.079361,0.369824,0.885767,0.061512,1.337021,0.788686,0.069799,0.359095,0.651751,0.215396,1.038532,1.042433,0.273546,0.873961,1.054361,0.228122,0.928843,0.513487,0.144433,1.32089,1.008545,0.09823,1.527267,0.818441,0.122739,1.713596,0.827774,0.179022,1.09822,0.553618,0.112843,1.35911,0.628337,0.086663,0.725401,0.681789
1616,13.466667,0.071346,0.182088,0.861364,0.078425,0.166702,0.644328,0.053308,1.168071,0.758532,0.106569,0.73043,0.895126,0.079157,0.369879,0.885412,0.06151,1.337072,0.78691,0.069813,0.359061,0.65144,0.214821,1.039112,1.041052,0.273042,0.874596,1.05339,0.228505,0.928321,0.51275,0.144028,1.321532,1.006867,0.098144,1.527373,0.816366,0.122465,1.713916,0.826119,0.179379,1.09776,0.552551,0.112843,1.358468,0.625865,0.086711,0.725361,0.681078
1617,13.475,0.071332,0.182103,0.861308,0.078414,0.166698,0.644302,0.053314,1.168088,0.757283,0.106274,0.730441,0.894416,0.078986,0.369936,0.885007,0.061442,1.337156,0.785315,0.069811,0.359047,0.651141,0.214303,1.039751,1.039898,0.272461,0.875313,1.052366,0.228885,0.927778,0.512008,0.143548,1.322188,1.005229,0.098093,1.527488,0.814266,0.122496,1.71395,0.822686,0.1797,1.097307,0.551434,0.112843,1.357812,0.623303,0.086705,0.725368,0.680315
1618,13.483333,0.071316,0.182107,0.861252,0.078401,0.166689,0.64427,0.053309,1.168078,0.755925,0.105948,0.730453,0.893653,0.078849,0.369969,0.884629,0.061401,1.337217,0.783783,0.069806,0.359028,0.650827,0.213718,1.040389,1.038687,0.271929,0.87592,1.051357,0.229288,0.927265,0.511289,0.143127,1.322828,1.003732,0.098009,1.527632,0.812195,0.122421,1.714105,0.820478,0.179959,1.096835,0.550282,0.112843,1.357172,0.620658,0.086696,0.725385,0.679561
1619,13.491667,0.071309,0.182127,0.861189,0.078399,0.166677,0.644253,0.053328,1.168035,0.754603,0.105689,0.730465,0.892957,0.078752,0.369977,0.88431,0.061353,1.337298,0.782099,0.069792,0.358984,0.650482,0.213145,1.041035,1.037492,0.271388,0.876554,1.05026,0.229727,0.926724,0.510607,0.142684,1.323394,1.002066,0.097858,1.527793,0.810267,0.122139,1.714433,0.818817,0.180275,1.096316,0.549196,0.112843,1.356606,0.618468,0.08668,0.725414,0.678775
1620,13.5,0.071297,0.182133,0.861121,0.078389,0.166645,0.644216,0.053336,1.168042,0.753275,0.105431,0.730542,0.892225,0.078661,0.369977,0.883974,0.061343,1.337352,0.780436,0.069766,0.35893,0.650128,0.212659,1.041659,1.036242,0.270829,0.877221,1.049281,0.230168,0.926234,0.509828,0.142186,1.324029,1.000522,0.097792,1.527879,0.808122,0.122152,1.714411,0.815436,0.18054,1.095876,0.547997,0.112843,1.355971,0.615722,0.08665,0.725446,0.677986
1621,13.508333,0.071271,0.18214,0.861042,0.078384,0.166622,0.644185,0.053338,1.168038,0.75191,0.105184,0.730611,0.891481,0.078549,0.369976,0.883614,0.061341,1.337383,0.778758,0.069705,0.358864,0.649789,0.212024,1.042319,1.035072,0.270283,0.877891,1.048308,0.230519,0.925696,0.509076,0.141751,1.324609,0.998985,0.097702,1.528017,0.80606,0.121872,1.714718,0.813896,0.180816,1.095428,0.54685,0.112843,1.355391,0.613135,0.086623,0.725452,0.677212
1622,13.516667,0.071255,0.182158,0.860986,0.078363,0.166594,0.64415,0.053371,1.168006,0.750626,0.104925,0.730696,0.890704,0.07843,0.369996,0.883231,0.061306,1.337464,0.777084,0.069631,0.35881,0.64943,0.211537,1.042922,1.033908,0.269727,0.878534,1.04731,0.230855,0.925138,0.508288,0.141253,1.325239,0.99733,0.097635,1.528111,0.803978,0.121938,1.714733,0.810603,0.181143,1.094902,0.545756,0.112843,1.354761,0.610626,0.086546,0.725451,0.676425
1623,13.525,0.071239,0.182158,0.860921,0.078353,0.166546,0.644112,0.053409,1.167972,0.749268,0.104675,0.730822,0.889962,0.07827,0.370032,0.882839,0.061245,1.337529,0.775445,0.069552,0.358763,0.649106,0.210989,1.043466,1.032506,0.269239,0.879157,1.04623,0.231259,0.9246,0.507571,0.140815,1.325822,0.995786,0.097461,1.528256,0.80198,0.121621,1.715043,0.808976,0.181452,1.094424,0.544662,0.112843,1.354178,0.608174,0.086466,0.725475,0.675621
1624,13.533333,0.071216,0.182159,0.860863,0.078313,0.166504,0.644074,0.053387,1.167972,0.747944,0.104463,0.730923,0.889239,0.078095,0.370077,0.882461,0.061196,1.337509,0.773731,0.06946,0.358726,0.648811,0.210406,1.044179,1.031553,0.268889,0.879958,1.045194,0.231627,0.924138,0.506771,0.140327,1.326475,0.994223,0.097351,1.52833,0.79992,0.121665,1.715073,0.805624,0.181697,1.093987,0.543502,0.112843,1.353525,0.605617,0.086362,0.725487,0.674842
1625,13.541667,0.07119,0.182166,0.860793,0.078295,0.166473,0.644038,0.053362,1.167938,0.746679,0.104194,0.731016,0.888393,0.077919,0.370133,0.882114,0.061113,1.337597,0.772119,0.069377,0.358692,0.648508,0.209896,1.044714,1.03018,0.268196,0.880433,1.044154,0.231971,0.923656,0.506005,0.139848,1.327038,0.992517,0.09731,1.528374,0.797741,0.121584,1.715209,0.803176,0.18197,1.093592,0.542417,0.112843,1.352962,0.602965,0.086276,0.725468,0.674108
1626,13.55,0.071162,0.182178,0.860732,0.078265,0.16643,0.64399,0.053398,1.167895,0.745356,0.103945,0.731103,0.887614,0.077723,0.370201,0.881804,0.061065,1.337639,0.770438,0.069292,0.35866,0.648194,0.20929,1.045393,1.029191,0.267729,0.881029,1.043114,0.232275,0.923135,0.505306,0.139385,1.327658,0.990961,0.097256,1.528463,0.795597,0.121261,1.715541,0.801704,0.182375,1.093092,0.541409,0.112843,1.352342,0.600233,0.086196,0.725444,0.673372
